neighbors,Val_MAE,Val_MSE,Val_RMSE,Val_R2,is_elbow
1,0.1279011917767151,0.03013127000363704,0.17358361098801073,0.6326173134724784,False
3,0.09996573732162661,0.017935999059604555,0.13392534883137155,0.7813110592657647,False
5,0.09375698744415703,0.01593435354731868,0.12623134930483265,0.8057165989489768,True
7,0.09217056064261561,0.01549130699650231,0.12446407914134226,0.8111185495496658,False
9,0.09087566365519223,0.014853959085675425,0.12187681931226883,0.8188895657631882,False
11,0.09065302277284508,0.01462413670050641,0.12093029686768493,0.8216917299360679,False
15,0.09022965315185365,0.014262293342612557,0.1194248439086799,0.8261035912651502,False
21,0.09113393097557429,0.014522043659921218,0.12050744234245957,0.822936523651083,False
31,0.09250149958373019,0.014717552829068309,0.12131592158108642,0.8205527315376622,False
